quarter,scheme_code_reg,fund_name,benchmark,net_alpha,gross_alpha,label,expense_gap_q,expense_gap_ann,ret_regular,bm_return,sharpe_4q,beta_4q,info_ratio_4q,win_rate_4q,ret_mean_4q,ret_std_4q,alpha_mean_4q,alpha_std_4q,sharpe_8q,beta_8q,info_ratio_8q,win_rate_8q,ret_mean_8q,ret_std_8q,alpha_mean_8q,alpha_std_8q,sharpe_12q,beta_12q,info_ratio_12q,win_rate_12q,ret_mean_12q,ret_std_12q,alpha_mean_12q,alpha_std_12q,rolling_sharpe,rolling_beta,info_ratio,win_rate,ret_mean,ret_std,recent_alpha,avg_exp_gap,std_exp_gap,alpha_consistency_12q,net_alpha_lag1,net_alpha_lag2,gross_alpha_lag1,rolling_sharpe_lag1,info_ratio_lag1,win_rate_lag1,repo_rate,cpi_yoy,gdp_growth,repo_change,rate_regime,yield_slope,fii_net_eq_cr,dii_net_eq_cr,fii_momentum,dii_momentum,aum_log,aum_change,future_alpha_3q,sebi_category_flexi_cap,sebi_category_focused,sebi_category_large_cap,sebi_category_mid_cap,sebi_category_multi_cap,sebi_category_other_equity,sebi_category_small_cap,sebi_category_value_contra
2022Q4,100033,Aditya Birla Sun Life Large & Mid Cap Fund - Regular Growth,niftymid150_tri,0.0036710070629639496,0.005758545351795799,0,0.00208753828883185,0.008376336459394063,0.0033313345326138,-0.002427210819182,-0.6762695177685513,0.973334686169943,-0.8849300391680709,0.25,-0.02481832492508985,0.11701939503543275,-0.03180896924451257,0.035945179660096534,0.6728443438028731,1.1126083139576495,-0.22462375554843095,0.5,0.05619861154270185,0.12320416133228367,-0.00870664544741019,0.0387610180684249,0.4236172448525367,1.0793022061812398,-0.01749123540985231,0.5,0.046922785901131636,0.15189554387631762,-0.0007586671953437885,0.043374134391699584,0.6728443438028731,1.1126083139576495,-0.22462375554843095,0.5,0.05619861154270185,0.12320416133228367,-0.03180896924451257,0.002398602815745336,0.00021231942858869574,0.5,-0.05469841448523068,-0.05310646087289021,-0.052566484568698404,0.7235480977317232,0.1696423308887339,0.625,5.9,6.69903414079852,9.68959249192875,0.5,1,1.3941599999999994,-34781.25927960883,45901.03849852396,-33757.984986959855,41125.41220527362,4.127134385045092,-0.031748698314580714,0.019590256622857172,False,False,False,True,False,False,False,False
2023Q1,100033,Aditya Birla Sun Life Large & Mid Cap Fund - Regular Growth,niftymid150_tri,0.05554778686944702,0.0576149086834988,1,0.0020671218140517747,0.008294160561215236,-0.0444086592735241,-0.1020235679570229,-0.7868527691744561,0.9761101645249128,-1.2851004459613709,0.25,-0.029048278699081772,0.11513787705572279,-0.0358506883158675,0.02789718767006415,0.23163934933599914,1.0508341581595073,-0.2920665018560233,0.5,0.02808898630927982,0.10221912937690954,-0.010862790606002549,0.03719286716200496,0.3283333262061159,1.0798038671816073,-0.08855469812761081,0.5,0.041230380145432545,0.15216475545799915,-0.003672097594468429,0.041466999178031094,0.23163934933599914,1.0508341581595073,-0.2920665018560233,0.5,0.02808898630927982,0.10221912937690954,-0.0358506883158675,0.0023414595385222586,0.00022830281417932807,0.5,0.0036710070629639496,-0.05469841448523068,0.005758545351795799,0.6728443438028731,-0.22462375554843095,0.5,6.5,5.64914318907925,7.60936497768895,0.5999999999999996,1,0.8600000000000003,54227.80005516374,18184.42718037336,9723.270387777457,32042.73283944866,4.143134726391533,0.016000341346440905,-0.028837454832526876,False,False,False,True,False,False,False,False
2023Q2,100033,Aditya Birla Sun Life Large & Mid Cap Fund - Regular Growth,niftymid150_tri,-0.02636382184934724,-0.024180608787299995,0,0.0021832130620472448,0.008761492410988447,0.135907993259325,0.160088602046625,-0.691359496522066,0.807029024869048,-0.190730237046385,0.5,-0.022760740821788025,0.11285225998350898,-0.010038085153120322,0.05262975241140759,-0.07477021594109731,0.9097729133740231,-0.165448907978287,0.5,0.012415657930011629,0.10256335418394406,-0.007074960481173275,0.042762207183028186,0.7917060665512763,0.9655079559578204,0.10214959571223908,0.5833333333333334,0.061851460136734544,0.11519795556292124,0.004420665453913101,0.043276387175984074,-0.07477021594109731,0.9097729133740231,-0.165448907978287,0.5,0.012415657930011629,0.10256335418394406,-0.010038085153120322,0.002260412039200718,0.0001880954221398993,0.5833333333333334,0.05554778686944702,0.0036710070629639496,0.0576149086834988,0.23163934933599914,-0.2920665018560233,0.5,6.5,5.64914318907925,7.60936497768895,0.0,0,0.5540000000000003,36654.128467269766,12914.80247593727,45440.96426121675,15549.614828155314,4.110873864173311,-0.03226086221822122,-0.06145459459645469,False,False,False,True,False,False,False,False
2023Q3,100033,Aditya Birla Sun Life Large & Mid Cap Fund - Regular Growth,niftymid150_tri,0.02958680484847174,0.03172241251656291,0,0.0021356076680911695,0.008569834574327473,0.0634405970879725,0.0317181845714096,0.8192946566365326,0.6529411817850027,-0.07098197576557276,0.5,0.05148750130194598,0.08601911660600163,-0.003343409830175951,0.047102236787800865,0.006924257493808193,0.9155915283077076,-0.15738491104204108,0.5,0.016621667296788437,0.10735224596161795,-0.0067004606294228854,0.04257371678809184,0.7323995534843073,0.9671097039861475,0.09016208426608627,0.5833333333333334,0.056211241546291146,0.10912415595061493,0.003930120102142142,0.04358949922390408,0.006924257493808193,0.9155915283077076,-0.15738491104204108,0.5,0.016621667296788437,0.10735224596161795,-0.003343409830175951,0.0022120419365123673,0.00014088960318207568,0.5833333333333334,-0.02636382184934724,0.05554778686944702,-0.024180608787299995,-0.07477021594109731,-0.165448907978287,0.5,6.5,5.64914318907925,7.60936497768895,0.0,0,0.6719999999999997,35260.68688971004,15376.394868189956,35957.4076784899,14145.598672063612,4.143134726391533,0.03226086221822122,-0.08647145031095264,False,False,False,True,False,False,False,False
2023Q4,100033,Aditya Birla Sun Life Large & Mid Cap Fund - Regular Growth,niftymid150_tri,-0.08973534749670511,-0.08756038921164191,0,0.0021749582850631964,0.008728256977949878,0.0995800494736234,0.1871404386852653,0.5984755121004673,0.7067374762783782,0.5057531523944923,0.75,0.0395678164015968,0.07792404511174851,0.017728814441139377,0.03505428361089232,-0.18064429873252202,0.8680270466774177,-0.1667951704886309,0.5,0.007374745738253478,0.09826221280183342,-0.007040077401686599,0.0422079211350215,0.644956605326555,0.9615788983071472,0.0027519534616555594,0.5833333333333334,0.050655013162333506,0.10668938926492126,0.00010517451543966677,0.03821813010471274,-0.18064429873252202,0.8680270466774177,-0.1667951704886309,0.5,0.007374745738253478,0.09826221280183342,0.017728814441139377,0.0021681679657037417,8.783925020196499e-05,0.5833333333333334,0.02958680484847174,-0.02636382184934724,0.03172241251656291,0.006924257493808193,-0.15738491104204108,0.5,6.5,5.64914318907925,7.60936497768895,0.0,0,0.7240000000000002,33702.61409086918,17194.30071037056,34481.65049028961,16285.347789280258,4.110873864173311,-0.03226086221822122,-0.05829498681814491,False,False,False,True,False,False,False,False
2024Q1,100033,Aditya Birla Sun Life Large & Mid Cap Fund - Regular Growth,niftymid150_tri,-0.1242152411411307,-0.12200199859969138,0,0.0022132425414393203,0.008882404210801553,0.0170163231139479,0.1390183217136393,1.2169770594766616,0.5542327161247741,-0.08693673303543577,0.5,0.0636299951368492,0.0778650587829882,-0.005600919199720049,0.06442523205279742,0.020092865471288152,0.7926001231191265,-0.4253908758794102,0.375,0.01729085821888371,0.10360475666062169,-0.020725803757793773,0.04872178726200306,0.51055920266736,0.8209222467628084,-0.20271984511890354,0.5,0.039935989251802945,0.09278449640338718,-0.00910883347057505,0.04493311182845638,0.020092865471288152,0.7926001231191265,-0.4253908758794102,0.375,0.01729085821888371,0.10360475666062169,-0.005600919199720049,0.0021497114777419973,6.265404983441422e-05,0.5,-0.08973534749670511,0.02958680484847174,-0.08756038921164191,-0.18064429873252202,-0.1667951704886309,0.5,6.5,4.95303550973656,9.19075493028345,0.0,0,0.5679999999999996,8915.427434352692,42206.55829100993,21309.020762610937,29700.429500690247,4.127134385045092,0.016260520871780315,-0.0038911404934095805,False,False,False,True,False,False,False,False
2020Q2,100064,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,nifty500_tri,-0.0755773250791669,-0.0734704335900564,0,0.002106891489110499,0.008454237336523507,0.1411086210409189,0.2145790546309753,-1.0075642739651625,0.6377894995002671,0.3412745346195089,0.5,-0.0416256859556138,0.1024762137554687,0.021146985173759403,0.06196473228609463,-0.6398662679401517,0.6407541621750328,0.14172662755257312,0.375,-0.0140179990213703,0.07507193369854828,0.006460967376583363,0.045587533466050226,0.6450280778485715,,-0.01102394803692178,0.5,,,,,-0.6398662679401517,0.6407541621750328,0.14172662755257312,0.375,-0.0140179990213703,0.07507193369854828,0.021146985173759403,0.002336315028469129,0.00024331339797785894,0.5,-0.0019112973333498253,-0.0011516258324693251,0.0008433700749852502,0.5186129103055857,-0.018272722721320918,,4.0,6.62343677628535,3.87143694070356,-1.1500000000000004,0,1.8551,29727.540242680378,26412.430358715494,34389.2838160807,39348.37123889538,4.0943445622221,0.0,-0.058969313018977655,False,False,False,False,False,True,False,False
2020Q3,100064,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,nifty500_tri,-0.048508598882987905,-0.0463693898151742,0,0.0021392090678136987,0.008584332742737288,0.0589592517819619,0.1053286415971361,-0.12650755426172083,0.6527505880616434,0.16861547383817038,0.5,0.0012492571507517758,0.13834340408074838,0.012526713297453251,0.07429159977023124,-0.19207866722501754,0.6474390497233365,-0.02623683871303736,0.375,0.001070850351595075,0.09297388176839594,-0.0014077679755223503,0.053656158461759175,0.6450280778485715,,-0.01102394803692178,0.5,,,,,-0.19207866722501754,0.6474390497233365,-0.02623683871303736,0.375,0.001070850351595075,0.09297388176839594,0.012526713297453251,0.0023076370860493,0.00023942318278179464,0.5,-0.0755773250791669,-0.0011516258324693251,-0.0734704335900564,-0.6398662679401517,0.14172662755257312,0.375,4.0,6.62343677628535,3.87143694070356,0.0,0,2.024675,60150.57453470609,47510.28719317883,44939.05738869323,36961.35877594716,4.204692619390966,0.11034805716886531,-0.06291735068135469,False,False,False,False,False,True,False,False
2020Q4,100064,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,nifty500_tri,-0.10128728682088683,-0.09907800122610241,0,0.0022092855947844284,0.008866471193583969,0.1373044899229631,0.2363824911490655,0.06191316463570666,0.6485501415759526,-0.10690929715066691,0.25,0.014379039033688673,0.1414574447762338,-0.008217709354233074,0.07686618070879171,0.028171426287004645,0.6394730002683913,-0.08269581022847441,0.375,0.011330261365709023,0.09444046972677893,-0.00460613390195835,0.05569972516421797,0.6450280778485715,,-0.01102394803692178,0.5,,,,,0.028171426287004645,0.6394730002683913,-0.08269581022847441,0.375,0.011330261365709023,0.09444046972677893,-0.008217709354233074,0.0022410351742235,0.0001932310297651057,0.5,-0.048508598882987905,-0.0755773250791669,-0.0463693898151742,-0.19207866722501754,-0.02623683871303736,0.375,4.0,6.62343677628535,3.87143694070356,0.0,0,1.8929,38032.514359328765,26302.41613459856,49091.54444701743,36906.35166388869,4.143134726391533,-0.06155789299943315,-0.054866738147763446,False,False,False,False,False,True,False,False
2021Q1,100064,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,nifty500_tri,-0.027112053353058226,-0.024750820851116198,0,0.0023612325019420274,0.0094784352118642,0.0472443638602853,0.0719951847114015,0.3524235852639222,0.6339125174192033,-0.3279988448997106,0.25,0.0373108367262854,0.15498870034951218,-0.029425812109105703,0.08971315773414684,0.28064800203065504,0.6286988883184,-0.31130899633420495,0.25,0.024670225399498275,0.10454537565456,-0.019727737711879478,0.06337027822575618,0.6450280778485715,,-0.01102394803692178,0.5,,,,,0.28064800203065504,0.6286988883184,-0.31130899633420495,0.25,0.024670225399498275,0.10454537565456,-0.029425812109105703,0.0021926923968870913,0.00012964770118347423,0.5,-0.10128728682088683,-0.048508598882987905,-0.09907800122610241,0.028171426287004645,-0.08269581022847441,0.375,4.0,5.13140747176369,-5.77772470686801,0.0,0,2.350775,-7858.051066395257,25985.268875438866,15087.231646466753,26143.84250501871,4.127134385045092,-0.016000341346440905,-0.05164538775189497,False,False,False,False,False,True,False,False
2021Q2,100064,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,nifty500_tri,-0.06035271187011902,-0.0580114525377429,0,0.0023412593323761284,0.009397977665527746,0.039189424626508,0.0972008771642509,3.4484940427798447,0.611630282906899,-1.8848946681876677,0.0,0.0961541816515323,0.049966263872146977,-0.0609171613706123,0.032318602412507405,0.32930057180798245,0.6294121022453709,-0.3137314118431427,0.25,0.027264247847959253,0.10485404111612757,-0.01988508809842645,0.06338252195278572,0.29928035744732623,0.6289342736078806,-0.3074385054833523,0.25,0.022706061202930564,0.08491075933820247,-0.015998408872481856,0.05203775254934085,0.32930057180798245,0.6294121022453709,-0.3137314118431427,0.25,0.027264247847959253,0.10485404111612757,-0.0609171613706123,0.0021822481997004284,0.00010799575199801933,0.25,-0.027112053353058226,-0.10128728682088683,-0.024750820851116198,0.28064800203065504,-0.31130899633420495,0.25,4.0,5.13140747176369,-5.77772470686801,0.0,0,2.267675,-7099.165686165383,21729.90355327464,-7478.60837628032,23857.58621435675,4.127134385045092,0.0,-0.046354099349848354,False,False,False,False,False,True,False,False
2021Q3,100064,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,nifty500_tri,-0.07713544922011309,-0.0748697187491296,0,0.0022657304709835027,0.009093769642512628,0.045402630062346,0.1202723488114756,2.6873471482169378,0.597656181937092,-1.8272677871812424,0.0,0.07067438254792957,0.04515559710116885,-0.05705241610753393,0.031222799694588518,0.5078521737354365,0.6165890764910403,-0.34490549700779216,0.25,0.03596181984934067,0.10224164113892473,-0.02226285140504034,0.06454768508527824,0.33566430217421744,0.6235953962105155,-0.37390319981379727,0.25,0.024272027750373237,0.08503750716372412,-0.019955984019526207,0.05337206001303072,0.5078521737354365,0.6165890764910403,-0.34490549700779216,0.25,0.03596181984934067,0.10224164113892473,-0.05705241610753393,0.0021897166473208883,0.0001174896001991976,0.25,-0.06035271187011902,-0.027112053353058226,-0.0580114525377429,0.32930057180798245,-0.3137314118431427,0.25,4.0,5.13140747176369,-5.77772470686801,0.0,0,2.1883,-7929.996820537161,24153.32426906561,-7514.581253351272,22941.613911170127,4.158883083359672,0.031748698314580714,-0.012099334249366848,False,False,False,False,False,True,False,False
2021Q4,100064,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,nifty500_tri,-0.017448002165452798,-0.0153374261943851,0,0.0021105759710676984,0.00846906869619568,-0.0163479271910832,-0.0010105009966981,2.447744763209893,0.6151156811736779,-2.0553769712137755,0.0,0.0672852271180256,0.046806536350549564,-0.06417749834102277,0.031224198402458308,0.6071696371772239,0.6244581755134719,-0.5837772505485123,0.125,0.04083213307585713,0.10156019401496416,-0.03619760384762793,0.06200584865822874,0.4765624992231958,0.6095493467737467,-0.43933829120624973,0.25,0.029981916616481214,0.08385853544520203,-0.024463255381646492,0.055682047004098,0.6071696371772239,0.6244581755134719,-0.5837772505485123,0.125,0.04083213307585713,0.10156019401496416,-0.06417749834102277,0.0021982397091090855,0.00012057144024331901,0.25,-0.07713544922011309,-0.06035271187011902,-0.0748697187491296,0.5078521737354365,-0.34490549700779216,0.25,4.0,5.13140747176369,-5.77772470686801,0.0,0,2.44032,-6396.682586380176,28448.49096733412,-7163.339703458669,26300.907618199864,4.143134726391533,-0.01574835696813981,-0.011069785768101357,False,False,False,False,False,True,False,False
